user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,sample_id,exercise_type
Bakit 'Ang kaliluhan ng kanyang kaibigan ay nagdulot ng matinding sakit.' ang tamang pagkakasunod-sunod ng pangungusap?,"['[GRAMMAR] Basic Word Order: Typical Filipino sentences are predicate-first (Verb-Subject-Object) though other orders are grammatically possible.', '[GRAMMAR] Verb–Subject–Object Order: In Filipino, the verb typically comes before the subject and object, unlike English’s subject–verb–object order.', '[GRAMMAR] Sentence Structure: Tagalog word order differs from English; subject marking via particle markers (e.g., ang).', '[VOCABULARY] kaliluhan: Matinding pagtataksil o kawalang-katapatan sa tiwala o tungkulin.']","Ang ""Ang kaliluhan ng kanyang kaibigan ay nagdulot ng matinding sakit"" ay ang tamang pagkakasunod-sunod ng mga salita dahil ito ay sumusunod sa verb-subject-object order at nagagamit ang particle marker ""ang"" para sa subject marking. Ang pagkakasunod-sunod ng estudyante ay mali dahil hindi ito sumusunod sa tamang word order at nagdudulot ng kabagalan sa pag-unawa. Dapat sundin ang mga grammar rules tulad ng verb-subject-object order at sentence structure na nagagamit ng particle markers para sa tamang pagbuo ng pangungusap.","Ang sagot ng user ay mali dahil ito ay itinuturing na salat sa tamang balangkas o ""word salad"" sa wikang Filipino. Sa halip na makabuo ng isang buong diwa, ang mga salita ay basta lamang pinagsama-sama nang walang pagsunod sa wastong sintaks at gramatika. Ang orihinal na pangungusap ay sumusunod sa ayos na ""Paksa + Pandiwa + Pandagdag,"" kung saan malinaw na ang ""kaliluhan"" ang siyang sanhi ng ""sakit"", sa bersyon ng user, ang paggamit ng mga pang-ugnay tulad ng ""ng"" at ""ay"" ay nawalan ng lohika, kaya hindi ito maintindihan at walang naipaparating na mensahe.",,,,1.0,sc_001,sentence-ordering
Bakit 'Walang humpay ang ulan buong maghapon.' ang tamang pagkakasunod-sunod ng pangungusap?,"['[GRAMMAR] Basic Word Order: Typical Filipino sentences are predicate-first (Verb-Subject-Object) though other orders are grammatically possible.', '[GRAMMAR] Verb–Subject–Object Order: In Filipino, the verb typically comes before the subject and object, unlike English’s subject–verb–object order.', '[GRAMMAR] Sentence Structure: Tagalog word order differs from English; subject marking via particle markers (e.g., ang).', '[VOCABULARY] humpay: Pagpigil o pansamantalang pagtigil ng kilos o pangyayari.']","Ang ""Walang humpay ang ulan buong maghapon"" ang tamang pagkakasunod-sunod ng mga salita dahil sinusunod nito ang verb-subject-object order ng Filipino, kung saan ang pangngalan (ulan) ay inilalagay pagkatapos ng pang-uri (walang humpay). Ang pagkakasunod-sunod ng estudyante, ""Walang ulan humpay ang buong maghapon"", ay mali dahil hindi ito sumusunod sa tamang pagkakasunod ng mga salita at nagpapahiwatig ng ibang kahulugan. Ayon sa mga grammar rules, dapat na manguna ang pang-uri (walang humpay) at susundan ng pangngalan (ulan) upang maipahayag ang tamang kahulugan.","Mali pa rin ang sagot ng user dahil nagbago ang lohikal na ugnayan ng mga salita, na nagresulta sa isang maling kaisipan. Sa wikang Filipino, ang pariralang ""walang humpay"" ay isang tambalan na nangangahulugang ""tuloy-tuloy"" o ""hindi tumitigil."" Sa paglalagay ng salitang ""ulan"" sa pagitan ng ""walang"" at ""humpay,"" nawala ang tamang paglalarawan sa ulan. Ang paglipat ng salitang ""buong"" ay sumira sa daloy ng pangungusap, kaya imbes na maging paglalarawan ng panahon, naging kalat-kalat na mga salita na lamang ito na walang malinaw na gramatika.",0.14285714285714285,,,,sc_002,sentence-ordering
Bakit 'Pinaniniwalaan ng ilan na may manggagaway sa kanilang baryo.' ang tamang pagkakasunod-sunod ng pangungusap?,"['[GRAMMAR] Basic Word Order: Typical Filipino sentences are predicate-first (Verb-Subject-Object) though other orders are grammatically possible.', '[GRAMMAR] Verb–Subject–Object Order: In Filipino, the verb typically comes before the subject and object, unlike English’s subject–verb–object order.', '[GRAMMAR] Sentence Structure: Tagalog word order differs from English; subject marking via particle markers (e.g., ang).', '[VOCABULARY] manggagaway: Taong pinaniniwalaang gumagamit ng mahika o kulam upang magdulot ng sakit o kapahamakan.']","Ang ""Pinaniniwalaan ng ilan na may manggagaway sa kanilang baryo"" ang tamang pagkakasunod-sunod ng mga salita dahil sumusunod ito sa verb-subject-object order ng Filipino, kung saan ang verb (""pinaniniwalaan"") ay nauuna sa subject (""ng ilan""). Ang pagkakasunod-sunod ng estudyante ay mali dahil nag-iiba ito sa tamang pagkakasunod ng salita, na dapat ay ""Pinaniniwalaan ng ilan"" ang nauuna. Sumusunod ito sa mga grammar rules tulad ng verb-subject-object order at sentence structure na inilalarawan sa mga pangungusap na may particle markers.","Sa tamang pangungusap, ang ""manggagaway"" ang siyang tinutukoy na nilalang na nasa loob ng baryo, habang ang ""ilan"" ang siyang kumakatawan sa mga taong naniniwala. Sa sagot ng user, lumalabas na ang ""manggagaway"" ang siyang nagmamay-ari ng paniniwala at mayroong kung anong ""ilan"" (na hindi tinukoy kung ano) sa loob ng baryo.",,,,,sc_003,sentence-ordering
Bakit 'Hindi maikakaila ang kanyang sinta para sa taong matagal na niyang minamahal.' ang tamang pagkakasunod-sunod ng pangungusap?,"['[GRAMMAR] Basic Word Order: Typical Filipino sentences are predicate-first (Verb-Subject-Object) though other orders are grammatically possible.', '[GRAMMAR] Verb–Subject–Object Order: In Filipino, the verb typically comes before the subject and object, unlike English’s subject–verb–object order.', '[GRAMMAR] Sentence Structure: Tagalog word order differs from English; subject marking via particle markers (e.g., ang).']","Ang tamang pagkakasunod-sunod na ""Hindi maikakaila ang kanyang sinta para sa taong matagal na niyang minamahal"" ay sumusunod sa verb-subject-object order at paggamit ng particle markers, kung saan ang verb (""maikakaila"") ay nasa unahan. Ang pagkakasunod-sunod ng estudyante ay mali dahil hindi ito sumusunod sa tamang pagkakasunod ng mga salita at walang malinaw na paggamit ng particle markers. Dapat sundin ang mga grammar rules tulad ng predicate-first sentence structure at paggamit ng particle markers para sa tamang pagbuo ng pangungusap.","Sa orihinal na pangungusap, ang ""hindi maikakaila"" ay ang panaguri na naglalarawan sa lalim ng damdamin (""sinta"") para sa isang tao, ngunit sa bersyon ng user, ang mga salitang gaya ng ""matagal,"" ""maikakaila,"" at ""sinta"" ay nagkapalit-palit ng pwesto kaya nawala ang koneksyon ng mga ito.",0.6666666666666666,,,,sc_004,sentence-ordering
Bakit 'Payak ang kanilang handa ngunit masaya ang salu-salo.' ang tamang pagkakasunod-sunod ng pangungusap?,"['[GRAMMAR] Basic Word Order: Typical Filipino sentences are predicate-first (Verb-Subject-Object) though other orders are grammatically possible.', '[GRAMMAR] Verb–Subject–Object Order: In Filipino, the verb typically comes before the subject and object, unlike English’s subject–verb–object order.', '[GRAMMAR] Sentence Structure: Tagalog word order differs from English; subject marking via particle markers (e.g., ang).', '[VOCABULARY] payak: Isang bagay na walang halong arte o kumplikadong detalye.']","Ang tamang pagkakasunod-sunod na ""Payak ang kanilang handa ngunit masaya ang salu-salo"" ay sumusunod sa Verb-Subject-Object order at sentence structure ng Filipino, kung saan ang verb o pang-uri (payak, masaya) ay nauuna sa subject (handa, salu-salo). Ang pagkakasunod-sunod ng estudyante ay mali dahil hindi ito sumusunod sa tamang paggamit ng particle markers (ang, ng) at word order. Dapat sundin ang mga grammar rules tulad ng pagbuo ng pangungusap at sentence structure upang magkaroon ng tamang pagkakasunod-sunod ng mga salita.","ang salitang ""kanilang"" ay dapat naglalarawan sa ""handa"" (ang mga pagkain o preparasyon), samantalang sa bersyon ng user, inilipat ito sa ""salu-salo"" (ang mismong kaganapan o aktibidad). Bagama't sa kaswal na usapan ay tila nagkakaintindihan, sa aspeto ng gramatika, binabago nito ang pokus kung alin ang pag-aari ng paksa; ang layunin ng orihinal na pangungusap ay bigyang-diin na ang kanilang inihandang pagkain ay simple lamang, ngunit ang naging resulta ng pagtitipon ay masaya.",,,,,sc_005,sentence-ordering
Bakit 'Nanlupaypay ang kanyang katawan matapos ang mahabang byahe.' ang pinakamainam na pangungusap para sa konteksto at hindi 'Bumukas ang kanyang katawan matapos ang mahabang byahe.'?,"['[GRAMMAR] Use of *ay* Construction: The *ay* inversion creates emphasis or formality (*Si Juan ay guro*).', '[GRAMMAR] Kakulangan (Incomplete Construction): Missing essential elements in sentences.']","Ang pangungusap na ""Nanlupaypay ang kanyang katawan matapos ang mahabang byahe"" ang pinakamainam na paggamit ng konteksto dahil ito ay naglalarawan ng pagod at kahinaan ng katawan. Hindi angkop ang ""Bumukas ang kanyang katawan"" dahil ito ay may ibang kahulugan at hindi nagpapakita ng pagod o kahinaan. Ang paggamit ng tamang salita at pagbuo ng pangungusap ay mahalaga upang maipahatid ang gusto mong kahulugan, at ito ay sumusunod sa mga prinsipyo ng sentence construction at context clues.","Mali ang sagot ng user dahil ang salitang ""bumukas"" ay hindi angkop na kasingkahulugan ng hirap sa paglakad o pagkapagod; sa halip, ang tamang salita ay ""nanlupaypay"" na siyang direktang naglalarawan sa panghihina ng katawan dahil sa sobrang pagod.",0.6,,0.49999999995,0.0,sc_006,choose-sentence
Bakit 'Ang paglansag sa dating sistema ay kinakailangan para sa reporma.' ang pinakamainam na pangungusap para sa konteksto at hindi 'Ang pagpapanatili sa dating sistema ay kinakailangan para sa reporma.'?,"['[GRAMMAR] Use of *ay* Construction: The *ay* inversion creates emphasis or formality (*Si Juan ay guro*).', '[GRAMMAR] Kakulangan (Incomplete Construction): Missing essential elements in sentences.']","Ang ""Ang paglansag sa dating sistema ay kinakailangan para sa reporma"" ang pinakamainam na pangungusap para sa konteksto dahil ito ay malinaw na nagpapahayag ng ideya na kailangang alisin ang lumang istraktura para sa reporma. Hindi angkop ang napiling pangungusap ng estudyante dahil ito ay nagpapahayag ng kabaligtaran ng konteksto, at lumabag sa prinsipyo ng kompletong pangungusap. Ang paggamit ng salitang ""paglansag"" at ""kinakailangan"" ay sumusunod sa mga prinsipyo ng sentence construction at context clues, na nagpapakita ng kahalagahan ng reporma.","Mali ang sagot ng user dahil ang salitang ""bumukas"" ay hindi angkop na kasingkahulugan ng hirap sa paglakad o pagkapagod; sa halip, ang tamang salita ay ""nanlupaypay"" na siyang direktang naglalarawan sa panghihina ng katawan dahil sa sobrang pagod.",0.2857142857142857,,,0.0,sc_007,choose-sentence
Bakit 'Naligwak ang kanyang pangarap dahil sa isang pagkakamali.' ang pinakamainam na pangungusap para sa konteksto at hindi 'Natupad ang kanyang pangarap dahil sa isang pagkakamali.'?,"['[GRAMMAR] Use of *ay* Construction: The *ay* inversion creates emphasis or formality (*Si Juan ay guro*).', '[GRAMMAR] Kakulangan (Incomplete Construction): Missing essential elements in sentences.']","Ang pangungusap na ""Naligwak ang kanyang pangarap dahil sa isang pagkakamali"" ang pinakamainam na paggamit dahil ito ay nagpapakita ng epekto ng pagkakamali sa pangarap ng indibidwal. Hindi angkop ang napiling pangungusap ng estudyante, ""Natupad ang kanyang pangarap dahil sa isang pagkakamali"", dahil ito ay nagpapahayag ng kabaligtaran ng inaasahan na kahulugan ayon sa konteksto. Ito ay sumusunod sa prinsipyo ng sentence construction na kung saan ang pagkakamali ay dapat magdulot ng negatibong resulta, tulad ng ""naligwak"" at hindi ""natupad"".","Hindi lohikal ang salitang ""natupad"" para sa isang pangungusap na nagpapakita ng negatibong resulta dulot ng kapabayaan; ang salitang ""naligwak"" ang tamang sagot dahil ito ay isang kolokyal na terminong nangangahulugang pagkatalo, pagkabigo, o hindi pagkakamit ng isang layunin dahil sa pagkakamali.",0.3333333333333333,,,0.0,sc_008,choose-sentence
Bakit 'Gimbal ang mga tao sa biglaang balita.' ang pinakamainam na pangungusap para sa konteksto at hindi 'Panatag ang mga tao sa biglaang balita.'?,"['[GRAMMAR] Use of *ay* Construction: The *ay* inversion creates emphasis or formality (*Si Juan ay guro*).', '[GRAMMAR] Kakulangan (Incomplete Construction): Missing essential elements in sentences.', '[VOCABULARY] gimbal: Matinding pagkabigla o pagkagitla dahil sa nakapanlulumong o nakakatakot na pangyayari.']","Ang ""Gimbal ang mga tao sa biglaang balita"" ang pinakamainam na pangungusap para sa konteksto dahil ito ay nagpapahayag ng matinding pagkabigla o pagkagitla na dulot ng nakapanlulumong insidente. Hindi angkop ang ""Panatag ang mga tao sa biglaang balita"" dahil ang salitang ""panatag"" ay isang antonym ng ""gimbal"" at hindi tugma sa konteksto ng isang nakapanlulumong insidente. Sa pagbuo ng pangungusap, mahalaga ang paggamit ng mga salita na tumutugma sa konteksto at emosyon na nais ipahayag, gaya ng paggamit ng salitang ""gimbal"" na may kahulugang matinding pagkabigla.","Ang salitang ""panatag"" ay nagpapahiwatig ng katahimikan at kawalan ng pagkabahala, na salungat sa diwa ng isang ""nakapanlulumong insidente""; ang dapat na ginamit ay ""gimbal"" dahil ito ang naglalarawan sa matinding pagkagulat, takot, o pagkabigla ng mga tao sa isang masamang balita.",,,0.9999999999666667,,sc_009,choose-sentence
Bakit 'Ang agam-agam niya ay bunga ng kawalan ng malinaw na paliwanag.' ang pinakamainam na pangungusap para sa konteksto at hindi 'Ang alab niya ay bunga ng kawalan ng malinaw na paliwanag.'?,"['[GRAMMAR] Use of *ay* Construction: The *ay* inversion creates emphasis or formality (*Si Juan ay guro*).', '[GRAMMAR] Kakulangan (Incomplete Construction): Missing essential elements in sentences.', '[VOCABULARY] agam-agam: Kalagayan ng pagdududa o kawalan ng katiyakan sa isang bagay, pasiya, o kinabukasan.']","Ang pangungusap na ""Ang agam-agam niya ay bunga ng kawalan ng malinaw na paliwanag"" ang pinakamainam na paggamit sa konteksto dahil ito ay nagpapahayag ng kalagayan ng pagdududa o kawalan ng katiyakan, na tugma sa emosyong inilalarawan. Hindi angkop ang napiling pangungusap ng estudyante dahil ""alab"" ay may ibang kahulugan at hindi sumasagot sa konteksto ng pagdududa. Sa pagbuo ng pangungusap, mahalaga ang paggamit ng tamang mga salita at pagpapakita ng malinaw na diwa, tulad ng paggamit ng ""agam-agam"" sa lugar ng ""alab"".","Mali ang paggamit sa salitang ""alab"" dahil ito ay tumutukoy sa masidhing pagnanasa o sigla, samantalang ang orihinal na pangungusap ay tungkol sa pag-aalinlangan o ""pagdadalawang-isip""; ang salitang ""agam-agam"" ang tumpak na paglalarawan sa nararamdamang pag-aari o kawalan ng katiyakan ng empleyado.",0.5714285714285714,,,,sc_010,choose-sentence
"Batay sa teksto, bakit 'Awa at dalamhati' ang tamang sagot at hindi 'Galit at paghihiganti'?","['[VOCABULARY] balisbis: Pagdaloy o pag-agos nang mabilis at tuluy-tuloy, kadalasan para sa tubig o luha.', '[VOCABULARY] himakas: Ang huling mensahe o pamamaalam bago ang isang mahabang paghihiwalay o bago ang kamatayan.', '[GRAMMAR] Case Markers (Ang/Ng/Sa): Markers indicate grammatical roles such as subject focus, possession, and direction.']","Ang ""Awa at dalamhati"" ang tamang sagot dahil walang paghihiganti o pagsisisi ang nais iparating ng manunulat, kundi isang emosyon na malamang nauugnay sa pagdadalamhati. Ang ""Galit at paghihiganti"" ay mali dahil hindi ito tumutugma sa tono at intensyon ng tula, na hindi naglalayong maghiganti o magpakita ng galit. Sa halip, ang tula ay nagpapakita ng isang mapagpakumbabang at malamlam na emosyon, na nagpapahayag ng awa at dalamhati.","Mali ang sagot ng user dahil ang tula ay hindi nagpapakita ng poot o pagnanais na gumanti, kundi nakatuon ito sa awa at dalamhati para sa sinapit ng isang batang newsboy na namatay sa gitna ng kahirapan at aksidente.",0.5714285714285714,,0.0,,rec_001,reading-comprehension
"Batay sa teksto, bakit 'depensa' ang tamang sagot at hindi 'hadlang'?","['[VOCABULARY] haging: Isang pahayag na hindi direkta o pasaring upang magpahiwatig ng isang mensahe.', '[VOCABULARY] matimyas: Lubhang wagas, dalisay, at malalim, lalo na sa pag-ibig o damdamin.', '[GRAMMAR] Case Markers (Ang/Ng/Sa): Markers indicate grammatical roles such as subject focus, possession, and direction.']","Ang ""depensa"" ang tamang sagot dahil ito ay tumutukoy sa isang bagay na nagbibigay-proteksiyon, gaya ng paggamit ng pahina ng diyaryo bilang panangga sa gutom at lamig. Hindi tamang sagot ang ""hadlang"" dahil ito ay may ibang konotasyon, na karaniwang tumutukoy sa isang bagay na nagdudulot ng sagabal o panganib. Sa konteksto ng paggamit ng salita, mahalaga na maunawaan ang diwa ng proteksiyon at pagtatanggol na ibinibigay ng salitang ""pananggalang"".","Ang salitang ""pananggalang"" sa unang saknong ay tumutukoy sa mga pahina ng dyaryo na nagsilbing ""depensa"" o proteksyon ng bata laban sa gutom at lamig, at hindi ito isang ""hadlang"" na humaharang sa kanyang daan.",0.4,,,1.0,rec_002,reading-comprehension
"Batay sa teksto, bakit 'makita ang mukha sa dyaryo' ang tamang sagot at hindi 'pulso ng bata'?","['[VOCABULARY] ligwak: Pagkawala o pagkabigo ng isang pagkakataon o planong sana’y magtatagumpay; minsan ding tumutukoy sa pagtapon.', '[VOCABULARY] halaw: Kinuha o hinango mula sa ibang pinagmulan, gaya ng akda, ideya, o kuwento.', '[GRAMMAR] Case Markers (Ang/Ng/Sa): Markers indicate grammatical roles such as subject focus, possession, and direction.']","Ang tamang sagot na ""makita ang mukha sa dyaryo"" ay tumutukoy sa pagkawala ng pagkakataon ng bata na makita ang sarili niyang larawan sa diyaryo, na ipinahiwatig ng manunulat bilang isang sayang. Ang napiling sagot na ""pulso ng bata"" ay mali dahil hindi ito tumutukoy sa pagkawala ng pagkakataon, kundi sa isang pisikal na bahagi ng katawan. Mahalaga na maunawaan ang konsepto ng ""sayang"" at ""nasayang"" sa konteksto ng tula upang makakuha ng tamang sagot.","Nagkamali ang user dahil malinaw na isinaad sa ikalimang saknong na ang ""sayang"" ay ang katotohanang hindi na makikita ng bata ang kanyang sariling retratong naligaw sa dyaryo, na siyang kauna-unahang pagkakataon sana na masisilayan niya ang kanyang mukha sa publiko.",,,,0.0,rec_003,reading-comprehension
"Batay sa teksto, bakit 'barya' ang tamang sagot at hindi 'bola'?","['[VOCABULARY] balisbis: Pagdaloy o pag-agos nang mabilis at tuluy-tuloy, kadalasan para sa tubig o luha.', '[GRAMMAR] Case Markers (Ang/Ng/Sa): Markers indicate grammatical roles such as subject focus, possession, and direction.', '[VOCABULARY] atupag: Maglaan ng oras o pagsisikap para sa isang gawain o tungkulin; pagtuunan ng pansin.']","Ang ""barya"" ang tamang sagot dahil ito ay isang maliit na bagay na ginamit sa paghahambing sa ulo ng bata na ""gumulong"" matapos ang aksidente. Ang ""bola"" ay mali dahil hindi ito ang ginamit na paghahambing sa ulo ng bata, at ang ""barya"" ay may partikular na kahulugan na nagpapaliwanag sa sitwasyon. Ang pagkakaibang ito ay mahalaga upang maunawaan ang konteksto ng paghahambing at ang mga salitang ginamit.","Ang salitang ""sensilyo"" ay tumutukoy sa ""barya"" o maliliit na halaga ng pera, na ginamit bilang metapora sa tula upang ilarawan ang hugis at ang naging kapalaran ng ulo ng bata. Hindi ito nangangahulugang ""bola"" sa kontekstong ito.",0.0,,0.0,0.0,rec_004,reading-comprehension
"Batay sa teksto, bakit 'Nagtatrabaho siya para sa kakarampot na pera' ang tamang sagot at hindi 'Dahil para na itong makina na walang ibang alam kun'di ang magtrabaho'?","['[VOCABULARY] balisbis: Pagdaloy o pag-agos nang mabilis at tuluy-tuloy, kadalasan para sa tubig o luha.', '[GRAMMAR] Case Markers (Ang/Ng/Sa): Markers indicate grammatical roles such as subject focus, possession, and direction.', '[VOCABULARY] kaligkig: Panginginig ng katawan, lalo na dahil sa lamig o matinding pakiramdam.']","Ang tamang sagot na ""Nagtatrabaho siya para sa kakarampot na pera"" ay nagsasabi ng katotohanan na ang buhay ng bata ay umiikot sa maliit na halaga ng pera, kaya't ang paghahambing sa ulo bilang sensilyo ay may saysay. Ang napiling sagot ng estudyante ay mali dahil hindi ito direktang nakatuon sa relasyon ng bata sa pera, kundi sa paghambing sa makina. Ang pag-intindi sa konsepto ng paghahambing at simbolismo ay mahalaga upang maunawaan ang paglalarawan sa ulo ng bata bilang sensilyo.","Mali ang interpretasyon ng user dahil ang paghahambing ng ulo sa sensilyo ay hindi tungkol sa pagiging makina, kundi isang madiing pagpapakita na ang bata ay nagbuwis ng buhay para sa kakarampot na pera o barya, na nagpapakita ng tragikong ugnayan ng kanyang hanapbuhay at ng kanyang naging kamatayan.",0.0,,0.0,1.0,rec_005,reading-comprehension
